Date,GDP growth rate (%),Unemployment rate (%),Real interest rate (%),Inflation rate (%),Population growth (%),Export growth (%),SentimentScore,SentimentNum
2002-02-15,0.511719474208937,0.3621477756937058,0.6522671279458351,0.1518623923878848,0.9385866763920734,0.3898522518364722,0.3889547449539003,0.5
2002-02-16,0.5120674778984332,0.36224194750972694,0.6518570620300731,0.1520392102580358,0.9383551519085955,0.39037751525050335,0.3889547449539003,0.5
2002-02-17,0.5124154815879294,0.36233611932574805,0.6514469961143112,0.1522160281281868,0.9381236274251177,0.39090277866453443,0.3889547449539003,0.5
2002-02-19,0.5131114889669216,0.3625244629577905,0.6506268642827874,0.1525696638684888,0.9376605784581622,0.39195330549259666,0.32020535148951096,0.0
2002-02-21,0.5138074963459138,0.36271280658983285,0.6498067324512636,0.15292329960879078,0.9371975294912065,0.39300383232065894,0.38872285435482024,0.5
2002-02-22,0.51415550003541,0.3628069784058541,0.6493966665355017,0.15310011747894178,0.9369660050077286,0.39352909573469,0.4187407995186976,1.0
2002-02-23,0.514503503724906,0.3629011502218752,0.6489866006197398,0.15327693534909279,0.9367344805242506,0.3940543591487211,0.4187407995186976,1.0
2002-02-24,0.5148515074144022,0.3629953220378964,0.6485765347039778,0.1534537532192438,0.9365029560407732,0.39457962256275225,0.4187407995186976,1.0
2002-02-25,0.5151995111038984,0.36308949385391764,0.6481664687882159,0.1536305710893948,0.9362714315572951,0.39510488597678334,0.407962252153828,0.5
2002-02-27,0.5158955184828906,0.36327783748596,0.6473463369566921,0.1539842068296968,0.9358083825903394,0.39615541280484556,0.3863273358732986,0.5
2002-03-01,0.5165915258618828,0.36346618111800233,0.6465262051251682,0.15433784256999877,0.9353453336233837,0.39720593963290785,0.43332973896787064,1.0
2002-03-02,0.5169395295513789,0.36356035293402356,0.6461161392094064,0.15451466044014978,0.9351138091399058,0.39773120304693893,0.43332973896787064,1.0
2002-03-04,0.5176355369303711,0.3637486965660659,0.6452960073778825,0.15486829618045178,0.9346507601729501,0.39878172987500116,0.4680154006056778,1.0
2002-03-05,0.5179835406198674,0.3638428683820871,0.6448859414621206,0.15504511405060278,0.9344192356894723,0.3993069932890323,0.40144999493113936,0.5
2002-03-06,0.5183315443093635,0.36393704019810824,0.6444758755463587,0.1552219319207538,0.9341877112059946,0.3998322567030634,0.4225852669879355,1.0
2002-03-08,0.5190275516883557,0.3641253838301507,0.6436557437148348,0.15557556766105576,0.9337246622390389,0.4008827835311256,0.35068368890734264,0.5
2002-03-09,0.5193755553778518,0.3642195556461718,0.6432456777990729,0.15575238553120677,0.9334931377555609,0.40140804694515675,0.35068368890734264,0.5
2002-03-10,0.5197235590673479,0.3643137274621929,0.6428356118833111,0.15592920340135777,0.9332616132720832,0.40193331035918783,0.35068368890734264,0.5
2002-03-12,0.5204195664463401,0.3645020710942354,0.6420154800517872,0.15628283914165983,0.9327985643051273,0.40298383718725006,0.314741848932248,0.0
2002-03-13,0.5207675701358363,0.3645962429102565,0.6416054141360253,0.15645965701181083,0.9325670398216497,0.4035091006012812,0.3329844378783483,0.0
2002-03-14,0.5211155738253325,0.36469041472627783,0.6411953482202634,0.15663647488196183,0.9323355153381718,0.4040343640153123,0.3088430322467057,0.0
2002-03-16,0.5218115812043248,0.36487875835832007,0.6403752163887395,0.15699011062226378,0.9318724663712161,0.4050848908433745,0.44241966855533277,1.0
2002-03-17,0.5221595848938209,0.3649729301743414,0.6399651504729776,0.1571669284924148,0.9316409418877385,0.40561015425740565,0.44241966855533277,1.0
2002-03-18,0.522507588583317,0.3650671019903625,0.6395550845572157,0.1573437463625658,0.9314094174042604,0.4061354176714368,0.3138269735775313,0.0
2002-03-19,0.5228555922728131,0.36516127380638363,0.6391450186414538,0.1575205642327168,0.9311778929207826,0.4066606810854679,0.3647984411333269,0.5
2002-03-20,0.5232035959623093,0.365255445622405,0.6387349527256919,0.1576973821028678,0.9309463684373047,0.40718594449949896,0.34820698047225157,0.5
2002-03-23,0.5242476070307976,0.3655379610704683,0.6375047549784061,0.1582278357133208,0.9302517949868714,0.40876173474159233,0.34564559326787603,0.5
2002-03-24,0.5245956107202938,0.36563213288648966,0.6370946890626442,0.1584046535834718,0.9300202705033935,0.40928699815562347,0.34564559326787603,0.5
2002-03-25,0.5249436144097899,0.3657263047025108,0.6366846231468823,0.1585814714536228,0.9297887460199157,0.40981226156965456,0.2599664586944448,0.0
2002-03-27,0.5256396217887821,0.3659146483345532,0.6358644913153585,0.1589351071939248,0.92932569705296,0.4108627883977168,0.35809176295709483,0.5
2002-03-28,0.5259876254782783,0.36600882015057434,0.6354544253995965,0.15911192506407582,0.9290941725694821,0.4113880518117479,0.3456975448661336,0.5
2002-03-31,0.5270316365467667,0.3662913355986379,0.6342242276523108,0.15964237867452877,0.9283995991190486,0.41296384205384123,0.3456975448661336,0.5
2002-04-01,0.5273796402362627,0.36638550741465903,0.6338141617365488,0.15981919654467977,0.9281680746355707,0.4134891054678724,0.31244220218802626,0.0
2002-04-03,0.528075647615255,0.3665738510467015,0.6329940299050251,0.16017283228498178,0.9277050256686152,0.4145396322959346,0.38659101431312215,0.5
2002-04-05,0.5287716549942473,0.3667621946787438,0.6321738980735012,0.16052646802528378,0.9272419767016593,0.4155901591239968,0.3397916573511336,0.0
2002-04-08,0.5298156660627356,0.3670447101268074,0.6309437003262155,0.1610569216357368,0.9265474032512258,0.4171659493660902,0.3469838190787725,0.5
2002-04-09,0.5301636697522317,0.3671388819428286,0.6305336344104536,0.1612337395058878,0.9263158787677481,0.4176912127801213,0.39109873115935184,0.5
2002-04-10,0.5305116734417279,0.36723305375884974,0.6301235684946916,0.1614105573760388,0.9260843542842703,0.4182164761941524,0.4859812554089816,1.0
2002-04-13,0.5315556845102163,0.3675155692069134,0.6288933707474059,0.1619410109864918,0.9253897808338365,0.41979226643624573,0.3821965109924978,0.5
2002-04-14,0.5319036881997123,0.36760974102293453,0.628483304831644,0.1621178288566428,0.9251582563503589,0.42031752985027687,0.3821965109924978,0.5
2002-04-15,0.5322516918892085,0.36770391283895565,0.6280732389158821,0.1622946467267938,0.9249267318668808,0.42084279326430796,0.30098762961989967,0.0
2002-04-16,0.5325996955787047,0.367798084654977,0.6276631730001202,0.16247146459694475,0.9246952073834032,0.4213680566783391,0.42936188250336893,1.0
2002-04-18,0.5332957029576969,0.3679864282870192,0.6268430411685963,0.16282510033724676,0.9242321584164475,0.4224185835064013,0.3730998784340092,0.5
2002-04-19,0.533643706647193,0.36808060010304056,0.6264329752528344,0.16300191820739776,0.9240006339329694,0.4229438469204324,0.321018622960454,0.0
2002-04-20,0.5339917103366891,0.36817477191906167,0.6260229093370725,0.16317873607754876,0.923769109449492,0.42346911033446355,0.321018622960454,0.0
2002-04-21,0.5343397140261853,0.3682689437350828,0.6256128434213106,0.16335555394769977,0.9235375849660141,0.42399437374849464,0.321018622960454,0.0
2002-04-22,0.5346877177156815,0.3683631155511039,0.6252027775055486,0.16353237181785077,0.923306060482536,0.4245196371625258,0.3117040485035216,0.0
2002-04-23,0.5350357214051775,0.36845728736712524,0.6247927115897868,0.16370918968800177,0.9230745359990582,0.4250449005765569,0.4063675230633372,0.5
2002-04-24,0.5353837250946736,0.36855145918314636,0.6243826456740249,0.16388600755815277,0.9228430115155803,0.425570163990588,0.38290462571461187,0.5
2002-04-25,0.5357317287841697,0.3686456309991675,0.6239725797582629,0.16406282542830378,0.9226114870321025,0.42609542740461914,0.438569681096428,1.0
2002-04-26,0.5360797324736659,0.3687398028151888,0.6235625138425009,0.16423964329845478,0.9223799625486244,0.42662069081865023,0.36222231932525534,0.5
2002-04-27,0.536427736163162,0.3688339746312099,0.6231524479267391,0.16441646116860578,0.922148438065147,0.42714595423268137,0.36222231932525534,0.5
2002-04-28,0.5367757398526581,0.36892814644723104,0.6227423820109771,0.16459327903875678,0.9219169135816692,0.42767121764671245,0.36222231932525534,0.5
2002-04-30,0.5374717472316505,0.3691164900792735,0.6219222501794534,0.1649469147790588,0.9214538646147132,0.4287217444747747,0.4760755721568235,1.0
2002-05-01,0.5378197509211465,0.3692106618952946,0.6215121842636915,0.16512373264920974,0.9212223401312356,0.4292470078888058,0.3908048979422892,0.5
2002-05-02,0.5381677546106427,0.3693048337113157,0.6211021183479295,0.16530055051936074,0.9209908156477578,0.4297722713028369,0.34276900839782154,0.0
2002-05-03,0.5385157583001388,0.36939900552733707,0.6206920524321676,0.16547736838951174,0.9207592911642797,0.43029753471686805,0.30394613542711985,0.0
2002-05-04,0.5388637619896349,0.3694931773433582,0.6202819865164056,0.16565418625966274,0.920527766680802,0.43082279813089913,0.30394613542711985,0.0
2002-05-05,0.539211765679131,0.3695873491593795,0.6198719206006438,0.16583100412981375,0.9202962421973242,0.4313480615449303,0.30394613542711985,0.0
2002-05-06,0.5395597693686272,0.36968152097540063,0.6194618546848819,0.16600782199996475,0.9200647177138461,0.43187332495896136,0.24624512020443595,0.0
2002-05-07,0.5399077730581233,0.369775692791422,0.6190517887691199,0.16618463987011575,0.9198331932303685,0.4323985883729925,0.36385285694172853,0.5
2002-05-08,0.5402557767476195,0.369869864607443,0.618641722853358,0.16636145774026675,0.9196016687468906,0.4329238517870236,0.4746972842505849,1.0
2002-05-09,0.5406037804371155,0.3699640364234643,0.6182316569375961,0.16653827561041776,0.9193701442634128,0.4334491152010547,0.2807305197595492,0.0
2002-05-10,0.5409517841266116,0.3700582082394853,0.6178215910218342,0.16671509348056876,0.9191386197799349,0.43397437861508587,0.299507202631325,0.0
2002-05-11,0.5412997878161079,0.37015238005550655,0.6174115251060722,0.16689191135071976,0.9189070952964573,0.43449964202911695,0.299507202631325,0.0
2002-05-14,0.5423437988845963,0.3704348955035701,0.6161813273587865,0.16742236496117277,0.9182125218460235,0.43607543227121026,0.4705041607342163,1.0
2002-05-15,0.5426918025740923,0.37052906731959123,0.6157712614430247,0.16759918283132377,0.9179809973625459,0.4366006956852414,0.41057098433733336,0.5
2002-05-16,0.5430398062635884,0.37062323913561246,0.6153611955272626,0.16777600070147478,0.9177494728790678,0.43712595909927254,0.36880438636513607,0.5
2002-05-17,0.5433878099530846,0.3707174109516337,0.6149511296115008,0.16795281857162572,0.91751794839559,0.43765122251330363,0.3914764297820011,0.5
2002-05-18,0.5437358136425807,0.3708115827676548,0.6145410636957389,0.16812963644177673,0.9172864239121121,0.43817648592733477,0.3914764297820011,0.5
2002-05-19,0.5440838173320768,0.37090575458367603,0.6141309977799769,0.16830645431192773,0.9170548994286345,0.43870174934136585,0.3914764297820011,0.5
2002-05-20,0.544431821021573,0.37099992639969726,0.6137209318642151,0.16848327218207873,0.9168233749451564,0.439227012755397,0.24549304049499454,0.0
2002-05-21,0.5447798247110691,0.37109409821571837,0.6133108659484532,0.16866009005222973,0.9165918504616788,0.4397522761694281,0.3384237544353943,0.0
2002-05-22,0.5451278284005652,0.3711882700317395,0.6129008000326912,0.16883690792238074,0.9163603259782009,0.4402775395834592,0.33469971288736705,0.0
2002-05-23,0.5454758320900613,0.3712824418477608,0.6124907341169292,0.16901372579253174,0.9161288014947229,0.4408028029974903,0.3794509859326265,0.5
2002-05-24,0.5458238357795574,0.37137661366378194,0.6120806682011674,0.16919054366268274,0.9158972770112452,0.44132806641152145,0.2351015346695231,0.0
2002-05-25,0.5461718394690536,0.37147078547980306,0.6116706022854054,0.16936736153283374,0.9156657525277672,0.44185332982555253,0.2351015346695231,0.0
2002-05-26,0.5465198431585496,0.3715649572958244,0.6112605363696435,0.16954417940298475,0.9154342280442895,0.4423785932395837,0.2351015346695231,0.0
2002-05-27,0.5468678468480459,0.3716591291118455,0.6108504704538816,0.16972099727313575,0.9152027035608115,0.44290385665361476,0.2351015346695231,0.0
2002-05-28,0.547215850537542,0.3717533009278666,0.6104404045381198,0.16989781514328675,0.914971179077334,0.4434291200676459,0.30864520392413275,0.0
2002-05-29,0.547563854227038,0.37184747274388796,0.6100303386223578,0.17007463301343775,0.914739654593856,0.443954383481677,0.3668943108054967,0.5
2002-05-31,0.5482598616060304,0.3720358163759302,0.6092102067908339,0.17042826875373976,0.9142766056269003,0.4450049103097392,0.4478259719020304,1.0
2002-06-01,0.5486078652955264,0.37212998819195153,0.608800140875072,0.17060508662389076,0.9140450811434224,0.44553017372377035,0.4478259719020304,1.0
2002-06-02,0.5489558689850227,0.37222416000797265,0.6083900749593102,0.1707819044940417,0.9138135566599446,0.4460554371378015,0.4478259719020304,1.0
2002-06-03,0.5493038726745187,0.37231833182399376,0.6079800090435482,0.1709587223641927,0.9135820321764667,0.4465807005518326,0.41218068868162905,0.5
2002-06-04,0.5496518763640148,0.3724125036400151,0.6075699431277862,0.1711355402343437,0.9133505076929891,0.4471059639658637,0.4952169735315172,1.0
2002-06-05,0.5499998800535109,0.3725066754560362,0.6071598772120245,0.17131235810449472,0.9131189832095112,0.4476312273798948,0.4072418316538664,0.5
2002-06-08,0.5510438911219993,0.3727891909040999,0.6059296794647386,0.17184281171494772,0.9124244097590777,0.44920701762198817,0.35670779852064066,0.5
2002-06-09,0.5513918948114955,0.3728833627201209,0.6055196135489768,0.17201962958509873,0.9121928852755996,0.44973228103601925,0.35670779852064066,0.5
2002-06-10,0.5517398985009916,0.372977534536142,0.6051095476332149,0.17219644745524973,0.911961360792122,0.4502575444500504,0.32259454664760795,0.0
2002-06-11,0.5520879021904878,0.37307170635216336,0.6046994817174529,0.17237326532540073,0.9117298363086439,0.4507828078640815,0.28895906881229605,0.0
2002-06-12,0.5524359058799839,0.3731658781681845,0.6042894158016909,0.17255008319555173,0.9114983118251663,0.4513080712781126,0.5221410131950273,1.0
2002-06-13,0.55278390956948,0.3732600499842056,0.6038793498859291,0.17272690106570274,0.9112667873416882,0.4518333346921437,0.3516694701499449,0.5
2002-06-14,0.553131913258976,0.3733542218002268,0.6034692839701672,0.17290371893585374,0.9110352628582108,0.45235859810617485,0.4044667357464153,0.5
2002-06-15,0.5534799169484722,0.37344839361624804,0.6030592180544053,0.17308053680600474,0.9108037383747327,0.45288386152020593,0.4044667357464153,0.5
2002-06-16,0.5538279206379684,0.37354256543226916,0.6026491521386433,0.17325735467615574,0.9105722138912549,0.4534091249342371,0.4044667357464153,0.5
2002-06-20,0.5552199353959528,0.37391925269635395,0.6010088884755956,0.1739646261567597,0.9096461159573435,0.4555101785903615,0.3398135476428469,0.0
2002-06-21,0.555567939085449,0.3740134245123752,0.6005988225598338,0.1741414440269107,0.9094145914738656,0.4560354420043926,0.39189953280043405,0.5
2002-06-23,0.5562639464644412,0.3742017681444175,0.5997786907283099,0.1744950797672127,0.9089515425069099,0.4570859688324549,0.39189953280043405,0.5
2002-06-24,0.5566119501539373,0.37429593996043864,0.599368624812548,0.1746718976373637,0.908720018023432,0.457611232246486,0.4372276443563199,1.0
2002-06-25,0.5569599538434334,0.37439011177645987,0.5989585588967861,0.1748487155075147,0.9084884935399544,0.4581364956605171,0.39209023181301284,0.5
2002-06-28,0.558003964911922,0.37467262722452344,0.5977283611495003,0.17537916911796772,0.9077939200895206,0.45971228590261043,0.49467258104123546,1.0
2002-06-30,0.5586999722909141,0.3748609708565658,0.5969082293179765,0.17573280485826973,0.9073308711225652,0.46076281273067266,0.49467258104123546,1.0
2002-07-02,0.5593959796699064,0.37504931448860823,0.5960880974864528,0.17608644059857173,0.9068678221556095,0.4618133395587349,0.35440533582523,0.5
2002-07-03,0.5597439833594025,0.37514348630462935,0.5956780315706908,0.17626325846872273,0.9066362976721316,0.462338602972766,0.3102048113769587,0.0
2002-07-04,0.5600919870488986,0.37523765812065046,0.595267965654929,0.1764400763388738,0.9064047731886538,0.4628638663867971,0.3102048113769587,0.0
2002-07-06,0.5607879944278908,0.3754260017526929,0.594447833823405,0.17679371207917574,0.905941724221698,0.46391439321485933,0.12382302594213465,0.0
2002-07-07,0.561135998117387,0.37552017356871403,0.5940377679076431,0.17697052994932674,0.9057101997382202,0.4644396566288905,0.12382302594213465,0.0
2002-07-08,0.5614840018068832,0.37561434538473537,0.5936277019918812,0.17714734781947775,0.9054786752547423,0.46496492004292156,0.2322339610976529,0.0
2002-07-09,0.5618320054963792,0.3757085172007565,0.5932176360761192,0.17732416568962875,0.9052471507712645,0.4654901834569527,0.29547459555381717,0.0
2002-07-10,0.5621800091858753,0.3758026890167776,0.5928075701603575,0.17750098355977975,0.9050156262877866,0.46601544687098384,0.4730606446503438,1.0
2002-07-11,0.5625280128753716,0.37589686083279894,0.5923975042445955,0.1776778014299307,0.9047841018043088,0.4665407102850149,0.589727695428423,1.0
2002-07-12,0.5628760165648676,0.37599103264882006,0.5919874383288335,0.17785461930008176,0.9045525773208309,0.46706597369904607,0.4115608544799013,0.5
2002-07-13,0.5632240202543637,0.37608520446484117,0.5915773724130716,0.17803143717023276,0.9043210528373531,0.46759123711307715,0.4115608544799013,0.5
2002-07-14,0.5635720239438599,0.3761793762808623,0.5911673064973098,0.1782082550403837,0.9040895283538752,0.4681165005271083,0.4115608544799013,0.5
2002-07-15,0.563920027633356,0.3762735480968836,0.5907572405815478,0.1783850729105347,0.9038580038703976,0.4686417639411394,0.6800771811314499,1.0
2002-07-16,0.5642680313228521,0.37636771991290474,0.5903471746657859,0.17856189078068577,0.9036264793869195,0.4691670273551705,0.36042821175846995,0.5
2002-07-17,0.5646160350123482,0.37646189172892586,0.5899371087500239,0.17873870865083671,0.9033949549034419,0.4696922907692016,0.5380802390083066,1.0
2002-07-20,0.5656600460808368,0.3767444071769894,0.5887069110027382,0.17926916226128967,0.9027003814530083,0.47126808101129497,0.43364878267870677,1.0
2002-07-21,0.5660080497703328,0.37683857899301076,0.5882968450869763,0.17944598013144072,0.9024688569695303,0.47179334442532606,0.43364878267870677,1.0
2002-07-22,0.5663560534598289,0.3769327508090319,0.5878867791712145,0.17962279800159178,0.9022373324860526,0.4723186078393572,0.33591944091135933,0.0
2002-07-23,0.566704057149325,0.3770269226250531,0.5874767132554525,0.17979961587174273,0.9020058080025748,0.4728438712533883,0.3615254414414093,0.5
2002-07-24,0.5670520608388212,0.3771210944410742,0.5870666473396905,0.17997643374189373,0.9017742835190969,0.4733691346674194,0.5655160640320634,1.0
2002-07-25,0.5674000645283173,0.37721526625709545,0.5866565814239286,0.18015325161204473,0.9015427590356191,0.47389439808145056,0.36580374595032716,0.5
2002-07-26,0.5677480682178133,0.3773094380731167,0.5862465155081668,0.18033006948219568,0.9013112345521412,0.47441966149548165,0.28187699036420577,0.0
2002-07-27,0.5680960719073095,0.3774036098891378,0.5858364495924048,0.18050688735234674,0.9010797100686634,0.4749449249095128,0.28187699036420577,0.0
2002-07-29,0.5687920792863017,0.37759195352118025,0.585016317760881,0.1808605230926487,0.9006166611017077,0.475995451737575,0.3360580944491561,0.0
2002-07-30,0.569140082975798,0.37768612533720136,0.584606251845119,0.1810373409627997,0.9003851366182298,0.4765207151516061,0.2903869984363188,0.0
2002-07-31,0.569488086665294,0.3777802971532226,0.5841961859293571,0.18121415883295075,0.900153612134752,0.47704597856563724,0.36011082106151693,0.5
2002-08-01,0.5698360903547901,0.3778744689692438,0.5837861200135952,0.1813909767031017,0.8999220876512741,0.4775712419796683,0.22650293600548363,0.0
2002-08-02,0.5701840940442863,0.37796864078526493,0.5833760540978333,0.1815677945732527,0.8996905631677963,0.47809650539369947,0.2402602605326465,0.0
2002-08-03,0.5705320977337824,0.37806281260128616,0.5829659881820715,0.18174461244340376,0.8994590386843184,0.47862176880773055,0.2402602605326465,0.0
2002-08-04,0.5708801014232785,0.3781569844173074,0.5825559222663096,0.18192143031355476,0.8992275142008406,0.4791470322217617,0.2402602605326465,0.0
2002-08-05,0.5712281051127747,0.3782511562333285,0.5821458563505476,0.1820982481837057,0.8989959897173627,0.4796722956357928,0.22341703527861503,0.0
2002-08-07,0.571924112491767,0.37843949986537095,0.5813257245190238,0.1824518839240077,0.898532940750407,0.480722822463855,0.3526932344417479,0.5
2002-08-08,0.5722721161812631,0.37853367168139207,0.5809156586032618,0.18262870179415872,0.8983014162669294,0.48124808587788614,0.4318714090206364,1.0
2002-08-09,0.5726201198707592,0.3786278434974132,0.5805055926874999,0.18280551966430972,0.8980698917834515,0.48177334929191723,0.31213106681757996,0.0
2002-08-10,0.5729681235602553,0.3787220153134345,0.580095526771738,0.18298233753446067,0.8978383672999735,0.48229861270594837,0.31213106681757996,0.0
2002-08-12,0.5736641309392476,0.37891035894547676,0.5792753949402141,0.18333597327476273,0.897375318333018,0.4833491395340106,0.21850539621384107,0.0
2002-08-13,0.5740121346287437,0.37900453076149787,0.5788653290244523,0.18351279114491367,0.8971437938495401,0.48387440294804174,0.30215798992127363,0.0
2002-08-14,0.5743601383182397,0.3790987025775192,0.5784552631086903,0.18368960901506468,0.8969122693660623,0.4843996663620728,0.4845716362246678,1.0
2002-08-15,0.5747081420077359,0.3791928743935403,0.5780451971929284,0.18386642688521573,0.8966807448825844,0.4849249297761039,0.4287967798621909,1.0
2002-08-16,0.5750561456972321,0.37928704620956144,0.5776351312771665,0.18404324475536668,0.8964492203991066,0.48545019319013505,0.3281289471470936,0.0
2002-08-18,0.5757521530762243,0.3794753898416039,0.5768149994456426,0.18439688049566874,0.8959861714321509,0.4865007200181973,0.3281289471470936,0.0
2002-08-20,0.5764481604552165,0.37966373347364635,0.5759948676141188,0.1847505162359707,0.8955231224651952,0.4875512468462595,0.34350229288911877,0.0
2002-08-21,0.5767961641447126,0.37975790528966746,0.5755848016983569,0.18492733410612164,0.8952915979817173,0.48807651026029064,0.38596786672972433,0.5
2002-08-23,0.5774921715237049,0.3799462489217099,0.5747646698668331,0.1852809698464237,0.8948285490147616,0.48912703708835287,0.23754407059711197,0.0
2002-08-24,0.577840175213201,0.38004042073773103,0.5743546039510712,0.1854577877165747,0.8945970245312838,0.48965230050238395,0.23754407059711197,0.0
2002-08-25,0.5781881789026972,0.38013459255375215,0.5739445380353093,0.18563460558672565,0.8943655000478059,0.4901775639164151,0.23754407059711197,0.0
2002-08-26,0.5785361825921933,0.3802287643697734,0.5735344721195473,0.1858114234568767,0.8941339755643283,0.49070282733044623,0.2867585182692775,0.0
2002-08-27,0.5788841862816894,0.3803229361857946,0.5731244062037855,0.1859882413270277,0.8939024510808502,0.4912280907444773,0.3744584372284191,0.5
