Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,PriceChange%,AvgVolume,VolumeChange%,SentimentScore,Sentiment
2001-01-02,1283.27001953125,0.0,1320.280029296875,1276.050048828125,1320.280029296875,0.0,1129400000,-2.8031939394959235,1129400000.0,0.0,-8.409581818487771,Bearish
2001-01-03,1347.56005859375,0.0,1347.760009765625,1274.6199951171875,1283.27001953125,0.0,1880700000,5.009860597069331,1505050000.0,24.95930367761868,39.98888546882667,Bullish
2001-01-04,1333.3399658203125,0.0,1350.239990234375,1329.1400146484375,1347.56005859375,0.0,2131000000,-1.0552474216456755,1713700000.0,24.350819863453346,21.18507759851632,Bullish
2001-01-05,1298.3499755859375,0.0,1334.77001953125,1294.949951171875,1333.3399658203125,0.0,1430800000,-2.6242362136687367,1642975000.0,-12.91407355559275,-20.78678219659896,Bearish
2001-01-08,1295.8599853515625,0.0,1298.3499755859375,1276.2900390625,1298.3499755859375,0.0,1115500000,-0.1917811284473805,1537480000.0,-27.44621068241538,-28.02155406775752,Bearish
2001-01-09,1300.800048828125,0.0,1311.719970703125,1295.1400146484375,1295.8599853515625,0.0,1191300000,0.381218922754396,1479783333.3333333,-19.49497111063556,-18.351314342372373,Bearish
2001-01-10,1313.27001953125,0.0,1313.760009765625,1287.280029296875,1300.800048828125,0.0,1296500000,0.9586385482041646,1453600000.0,-10.807649972482114,-7.93173432786962,Bearish
2001-01-11,1326.8199462890625,0.0,1332.18994140625,1309.719970703125,1313.27001953125,0.0,1411200000,1.0317700515731656,1493857142.857143,-5.533135698575122,-2.437825543855625,Neutral
2001-01-12,1318.550048828125,0.0,1333.2099609375,1311.5899658203125,1326.8199462890625,0.0,1276000000,-0.6232870921233356,1407471428.5714285,-9.340966068836716,-11.210827345206722,Bearish
2001-01-16,1326.6500244140625,0.0,1327.81005859375,1313.3299560546875,1318.3199462890625,0.0,1205700000,0.631870749467785,1275285714.2857144,-5.456480340539942,-3.560868092136587,Neutral
2001-01-17,1329.469970703125,0.0,1346.9200439453125,1325.4100341796875,1326.6500244140625,0.0,1349100000,0.21256143196529748,1263614285.7142856,6.765174725560476,7.4028590214563685,Neutral
2001-01-18,1347.969970703125,0.0,1352.7099609375,1327.4100341796875,1329.8900146484375,0.0,1445000000,1.3595076175879868,1310685714.2857144,10.247634825827259,14.326157678591219,Bullish
2001-01-19,1342.5400390625,0.0,1354.550048828125,1336.739990234375,1347.969970703125,0.0,1407800000,-0.4028228935836494,1341614285.7142856,4.933289320967287,3.7248206402163384,Neutral
2001-01-22,1342.9000244140625,0.0,1353.6199951171875,1333.8399658203125,1342.5400390625,0.0,1164000000,0.026813751626646377,1322685714.2857144,-11.997235062859124,-11.916793807979184,Bearish
2001-01-23,1360.4000244140625,0.0,1362.9000244140625,1339.6300048828125,1342.9000244140625,0.0,1232600000,1.3031498757798923,1297171428.5714285,-4.9778639237021185,-1.068414296362442,Neutral
2001-01-24,1364.300048828125,0.0,1369.75,1357.280029296875,1360.4000244140625,0.0,1309000000,0.28668217760009806,1301885714.2857144,0.5464600798841163,1.4065066126844106,Neutral
2001-01-25,1357.510009765625,0.0,1367.3499755859375,1354.6300048828125,1364.300048828125,0.0,1258000000,-0.49769396903066526,1309357142.857143,-3.922317385849113,-5.4153992929411086,Bearish
2001-01-26,1354.949951171875,0.0,1357.510009765625,1342.75,1357.510009765625,0.0,1098000000,-0.18858487785235528,1273485714.2857144,-13.779951539082838,-14.345706172639904,Bearish
2001-01-29,1364.1700439453125,0.0,1365.5400390625,1350.3599853515625,1354.9200439453125,0.0,1053100000,0.6826971112675746,1217500000.0,-13.503080082135524,-11.4549887483328,Bearish
2001-01-30,1373.72998046875,0.0,1375.6800537109375,1356.199951171875,1364.1700439453125,0.0,1149800000,0.70078774752957,1180642857.142857,-2.612378244297895,-0.5100150017091849,Neutral
2001-01-31,1366.010009765625,0.0,1383.3699951171875,1364.6600341796875,1373.72998046875,0.0,1295300000,-0.5619714800495771,1199400000.0,7.995664498916125,6.309750058767394,Neutral
2001-02-01,1373.469970703125,0.0,1373.5,1359.3399658203125,1366.010009765625,0.0,1118800000,0.5461131971338887,1183142857.142857,-5.438299927553725,-3.799960336152059,Neutral
2001-02-02,1349.469970703125,0.0,1376.3800048828125,1348.719970703125,1373.469970703125,0.0,1048400000,-1.7473989611664824,1145914285.7142856,-8.509736454982912,-13.75193333848236,Bearish
2001-02-05,1354.31005859375,0.0,1354.56005859375,1344.47998046875,1349.469970703125,0.0,1013000000,0.358665846273195,1110914285.7142856,-8.813847024330016,-7.737849485510431,Bearish
2001-02-06,1352.260009765625,0.0,1363.550048828125,1350.0400390625,1354.31005859375,0.0,1059600000,-0.1513721924397188,1105428571.4285715,-4.145774101835102,-4.599890679154258,Neutral
2001-02-07,1340.8900146484375,0.0,1352.260009765625,1334.260009765625,1352.260009765625,0.0,1158300000,-0.840814269081148,1120457142.857143,3.3774479804161506,0.8550051731727066,Neutral
2001-02-08,1332.530029296875,0.0,1350.3199462890625,1332.4200439453125,1341.0999755859375,0.0,1107200000,-0.6390236704998985,1114371428.5714285,-0.6435402404943179,-2.5606112519940134,Neutral
2001-02-09,1314.760009765625,0.0,1332.530029296875,1309.97998046875,1332.530029296875,0.0,1075500000,-1.333554902370685,1082971428.5714285,-0.6899008020261683,-4.690565509138223,Neutral
2001-02-12,1330.31005859375,0.0,1330.9599609375,1313.6400146484375,1314.760009765625,0.0,1039100000,1.1827290693833183,1071585714.2857143,-3.0315553718787895,0.5166318362711655,Neutral
2001-02-13,1318.800048828125,0.0,1336.6199951171875,1317.510009765625,1330.31005859375,0.0,1075200000,-0.8652125638884557,1075414285.7142856,-0.019925875742229374,-2.6155635674075968,Neutral
2001-02-14,1315.9200439453125,0.0,1320.72998046875,1304.719970703125,1318.800048828125,0.0,1150300000,-0.21838070793003447,1095028571.4285715,5.047487345405205,4.392345221615102,Neutral
2001-02-15,1326.6099853515625,0.0,1331.2900390625,1315.9200439453125,1315.9200439453125,0.0,1153700000,0.8123549341341484,1108471428.5714285,4.080264972355757,6.517329774758203,Neutral
2001-02-16,1301.530029296875,0.0,1326.6099853515625,1293.1800537109375,1326.6099853515625,0.0,1257200000,-1.8905297209896323,1122600000.0,11.99002316052022,6.318433997551323,Neutral
2001-02-20,1278.93994140625,0.0,1307.1600341796875,1278.43994140625,1301.530029296875,0.0,1112200000,-1.7356562954470467,1123314285.7142856,-0.9894190660290885,-6.1963879523702285,Bearish
2001-02-21,1255.27001953125,0.0,1282.969970703125,1253.1600341796875,1278.93994140625,0.0,1208500000,-1.8507453797223576,1142314285.7142856,5.794002151021744,0.24176601185467117,Neutral
2001-02-22,1252.8199462890625,0.0,1259.93994140625,1228.3299560546875,1255.27001953125,0.0,1365900000,-0.19518296494505782,1189000000.0,14.878048780487804,14.29249988565263,Bullish
2001-02-23,1245.8599853515625,0.0,1252.8199462890625,1215.43994140625,1252.8199462890625,0.0,1231300000,-0.5555435925262745,1211300000.0,1.651118632873772,-0.01551214470505169,Neutral
2001-02-26,1267.6500244140625,0.0,1267.68994140625,1241.7099609375,1245.8599853515625,0.0,1130800000,1.7489958196507278,1208514285.7142856,-6.430564092864903,-1.1835766339127192,Neutral
2001-02-27,1257.93994140625,0.0,1272.760009765625,1252.260009765625,1267.6500244140625,0.0,1114100000,-0.7659908350730106,1202857142.857143,-7.378859857482191,-9.676832362701223,Bearish
2001-02-28,1239.93994140625,0.0,1263.469970703125,1229.6500244140625,1257.93994140625,0.0,1225300000,-1.430910920904365,1198300000.0,2.253192022031211,-2.0395407406818835,Neutral
2001-03-01,1241.22998046875,0.0,1241.3599853515625,1214.5,1239.93994140625,0.0,1294900000,0.10404044739755146,1224400000.0,5.757922247631493,6.070043589824147,Neutral
2001-03-02,1234.1800537109375,0.0,1251.010009765625,1219.739990234375,1241.22998046875,0.0,1294000000,-0.5679790908007312,1236614285.7142856,4.640550812702895,2.936613540300702,Neutral
2001-03-05,1241.4100341796875,0.0,1242.550048828125,1234.0400390625,1234.1800537109375,0.0,929200000,0.58581245475576,1174228571.4285715,-20.86719548396516,-19.10975811969788,Bearish
2001-03-06,1253.800048828125,0.0,1267.4200439453125,1241.4100341796875,1241.4100341796875,0.0,1091800000,0.9980598116096837,1154300000.0,-5.414536948800139,-2.420357513971088,Neutral
2001-03-07,1261.8900146484375,0.0,1263.8599853515625,1253.800048828125,1253.800048828125,0.0,1132200000,0.6452357238200666,1154500000.0,-1.931572109138155,0.004135062322044636,Neutral
2001-03-08,1264.739990234375,0.0,1266.5,1257.5999755859375,1261.8900146484375,0.0,1114100000,0.22584976129884846,1154500000.0,-3.499350368124729,-2.8218010842281838,Neutral
2001-03-09,1233.4200439453125,0.0,1264.739990234375,1228.4200439453125,1264.739990234375,0.0,1085900000,-2.4763940834399056,1134585714.2857144,-4.291056521574907,-11.720238771894625,Bearish
2001-03-12,1180.1600341796875,0.0,1233.4200439453125,1176.780029296875,1233.4200439453125,0.0,1229000000,-4.318075583988682,1125171428.5714285,9.227800208222241,-3.7264265437438038,Neutral
